"","CLLT_FP_PRNO","INCB_DVSN","ETRS_YM","FIRE_YM","BEFO_JOB","EDGB","BRCH_CODE","ETRS_YM_YEAR","FIRE_YM_YEAR"
"26610",27752,"R","199804","200307","무직","고졸",11,1998,2003
"26611",3526,"R","200101","200110","무직","고졸",143,2001,2001
"26612",24154,"R","199512","200306","기타","고졸",56,1995,2003
"26613",1444,"R","200005","200111","기타","고졸",103,2000,2001
"26614",2498,"R","200101","200108","기타","고졸",14,2001,2001
"26615",31145,"R","199909","200111","무직","고졸",160,1999,2001
"26616",3319,"R","200103","200208","무직","고졸",160,2001,2002
"26617",3258,"R","200103","200111","무직","고졸",146,2001,2001
"26618",3463,"R","200101","200108","기타","고졸",158,2001,2001
"26619",30612,"R","199911","200201","무직","고졸",88,1999,2002
"26620",31013,"R","199912","200602","기타","고졸",134,1999,2006
"26621",3182,"R","200106","200204","기타","고졸",58,2001,2002
"26622",23784,"R","199409","200111","기타","#",146,1994,2001
"26623",3504,"R","200101","200204","기타","고졸",154,2001,2002
"26624",29996,"R","199904","201201","기타","고졸",78,1999,2012
"26625",3161,"R","200103","200303","기타","고졸",111,2001,2003
"26626",24361,"R","199505","200312","사기업체","고졸",67,1995,2003
"26627",3522,"R","200107","200208","기타","고졸",143,2001,2002
"26628",25522,"R","199610","200205","기타","고졸",111,1996,2002
"26629",3368,"R","200104","200410","기타","고졸",165,2001,2004
"26630",2640,"R","200106","200202","기타","고졸",29,2001,2002
"26631",3548,"R","200104","200212","기타","고졸",156,2001,2002
"26632",20937,"P","198704","999912","기타","중졸",299,1987,9999
"26633",1567,"R","200004","200302","기타","고졸",111,2000,2003
"26634",30006,"R","199908","200305","무직","고졸",78,1999,2003
"26635",4400,"R","200201","200210","무직","고졸",32,2002,2002
"26636",30071,"R","199912","200305","무직","고졸",38,1999,2003
"26637",4330,"R","200203","200502","기타","고졸",50,2002,2005
"26638",2858,"R","200110","200304","무직","고졸",80,2001,2003
"26639",3273,"R","200104","200403","보험관계인","고졸",141,2001,2004
"26640",4625,"R","200202","200304","기타","고졸",121,2002,2003
"26641",4171,"R","200204","200209","무직","고졸",21,2002,2002
"26642",5323,"R","200202","200810","보험관계인","고졸",244,2002,2008
"26643",30489,"R","199911","200209","기타","#",44,1999,2002
"26644",1240,"R","200003","200304","기타","고졸",82,2000,2003
"26645",2322,"P","200104","999912","보험관계인","고졸",75,2001,9999
"26646",4267,"R","200211","200308","기타","전문대졸",16,2002,2003
"26647",4552,"R","200202","200304","기타","#",82,2002,2003
"26648",3726,"R","200108","200301","기타","#",204,2001,2003
"26649",4185,"R","200204","200508","기타","#",13,2002,2005
"26650",2369,"P","200104","999912","기타","전문대졸",11,2001,9999
"26651",4103,"R","200211","200302","기타","고졸",31,2002,2003
"26652",4871,"R","200204","200412","기타","전문대졸",205,2002,2004
"26653",4703,"R","200202","201504","기타","고졸",106,2002,2015
"26654",4649,"R","200208","200305","무직","고졸",103,2002,2003
"26655",20886,"R","198702","200508","기타","고졸",17,1987,2005
"26656",23772,"R","199409","200908","기타","고졸",116,1994,2009
"26657",4653,"R","200212","200602","기타","#",103,2002,2006
"26658",5674,"R","200301","200309","기타","고졸",11,2003,2003
"26659",23921,"R","199409","200404","학생","대학졸",170,1994,2004
"26660",8939,"R","200501","200601","기타","고졸",49,2005,2006
"26661",9658,"R","200507","200610","기타","전문대졸",47,2005,2006
"26662",10279,"R","200601","200707","자유업","고졸",156,2006,2007
"26663",14129,"R","200809","201408","금융부문","고졸",32,2008,2014
"26664",19989,"P","201411","999912","기타","대학졸",191,2014,9999
"26665",2187,"R","200003","200109","회사원","전문대졸",191,2000,2001
"26666",31478,"R","199902","201303","기타","#",96,1999,2013
"26667",23264,"R","199306","200107","기타","고졸",169,1993,2001
"26668",29504,"R","199811","200111","회사원","대학졸",162,1998,2001
"26669",5881,"R","200304","200402","기타","#",80,2003,2004
"26670",6194,"R","200306","200405","무직","#",141,2003,2004
"26671",24318,"R","199501","200511","기타","고졸",141,1995,2005
"26672",26122,"R","199710","200905","기타","고졸",16,1997,2009
"26673",28596,"R","199809","200611","무직","고졸",88,1998,2006
"26674",23771,"R","199403","200802","기타","고졸",196,1994,2008
"26675",25018,"R","199607","200503","기타","#",42,1996,2005
"26676",4105,"P","200202","999912","기타","고졸",55,2002,9999
"26677",25035,"R","199610","200705","기타","#",187,1996,2007
"26678",23121,"R","199308","200808","기타","#",145,1993,2008
"26679",4655,"R","200211","200411","기타","#",103,2002,2004
"26680",5592,"P","200203","999912","회사원","대학졸",191,2002,9999
"26681",24205,"P","199503","999912","기타","고졸",120,1995,9999
"26682",21435,"R","198909","200506","사기업체","고졸",111,1989,2005
"26683",245,"P","200003","999912","기타","고졸",55,2000,9999
"26684",1406,"R","200008","200505","기타","#",121,2000,2005
"26685",25387,"P","199601","999912","기타","#",118,1996,9999
"26686",6979,"R","200312","200411","기타","#",147,2003,2004
"26687",23041,"R","199302","200810","기타","고졸",103,1993,2008
"26688",20650,"P","198001","999912","기타","#",86,1980,9999
"26689",4299,"R","200209","201001","자유업","고졸",120,2002,2010
"26690",7274,"R","200401","200407","기타","#",121,2004,2004
"26691",22033,"P","199108","999912","기타","고졸",44,1991,9999
"26692",3946,"R","200111","200606","기타","중졸",98,2001,2006
"26693",4429,"R","200209","200704","무직","고졸",42,2002,2007
"26694",4743,"R","200201","200704","기타","고졸",111,2002,2007
"26695",21537,"P","199002","999912","기타","고졸",75,1990,9999
"26696",4164,"R","200208","200703","기타","고졸",117,2002,2007
"26697",22391,"R","199206","200906","기타","고졸",59,1992,2009
"26698",7075,"R","200312","200702","기타","고졸",107,2003,2007
"26699",24466,"P","199507","999912","기타","#",103,1995,9999
"26700",7400,"R","200402","200603","기타","고졸",104,2004,2006
"26701",7428,"R","200402","200504","기타","대학졸",14,2004,2005
"26702",4922,"R","200208","200804","기타","중졸",158,2002,2008
"26703",20362,"R","198306","200805","기타","중졸",121,1983,2008
"26704",4339,"R","200203","200508","기타","고졸",29,2002,2005
"26705",2414,"P","200103","999912","기타","#",21,2001,9999
"26706",11417,"R","200610","200805","기타","대학졸",32,2006,2008
"26707",12310,"R","200706","200803","기타","고졸",16,2007,2008
"26708",12312,"R","200706","200906","기타","고졸",56,2007,2009
"26709",12023,"R","200703","200811","기타","전문대졸",143,2007,2008
"26710",10400,"P","200602","999912","보험관계인","#",280,2006,9999
"26711",11585,"R","200611","201001","보험관계인","고졸",288,2006,2010
"26712",9493,"R","200506","200910","일반기업","#",103,2005,2009
"26713",12519,"R","200708","200805","자영업","대학졸",163,2007,2008
"26714",12506,"R","200707","200802","금융부문","#",125,2007,2008
"26715",28553,"R","199811","200806","기타","대학졸",82,1998,2008
"26716",12425,"R","200707","200711","보험관계인","고졸",73,2007,2007
"26717",6930,"R","200311","200903","기타","대학원졸",96,2003,2009
"26718",31380,"P","199912","999912","보험관계인","고졸",154,1999,9999
"26719",21709,"R","199006","200903","학생","전문대졸",121,1990,2009
"26720",6179,"R","200306","201201","기타","고졸",38,2003,2012
"26721",12642,"P","200709","999912","기타","고졸",45,2007,9999
"26722",12754,"R","200710","200811","자영업","전문대졸",90,2007,2008
"26723",12609,"P","200708","999912","기타","#",86,2007,9999
"26724",11820,"P","200701","999912","기타","#",136,2007,9999
"26725",25752,"P","199602","999912","기타","중졸",154,1996,9999
"26726",12772,"R","200710","200810","영업직(판","#",112,2007,2008
"26727",12938,"R","200712","201007","보험관계인","#",114,2007,2010
"26728",12385,"R","200706","200910","기타","대학졸",23,2007,2009
"26729",13472,"R","200804","200911","기타","고졸",14,2008,2009
"26730",13789,"R","200806","200902","기타","대학졸",229,2008,2009
"26731",13839,"R","200807","201006","기타","고졸",16,2008,2010
"26732",11525,"R","200611","201502","기타","#",50,2006,2015
"26733",12521,"R","200708","201010","금융부문","전문대졸",32,2007,2010
"26734",14093,"R","200809","200904","기타","고졸",56,2008,2009
"26735",12876,"R","200711","200907","기타","#",47,2007,2009
"26736",13763,"R","200806","200910","기타","전문대졸",113,2008,2009
"26737",13415,"R","200803","200905","기타","고졸",121,2008,2009
"26738",14480,"R","200812","200905","영업직(판","#",86,2008,2009
"26739",4558,"R","200212","201001","기타","고졸",82,2002,2010
"26740",14412,"R","200812","201001","기타","고졸",146,2008,2010
"26741",13647,"R","200805","200908","기타","고졸",150,2008,2009
"26742",1775,"P","200009","999912","기타","고졸",136,2000,9999
"26743",13746,"R","200806","201001","보험관계인","고졸",288,2008,2010
"26744",14635,"P","200902","999912","기타","#",154,2009,9999
"26745",13864,"P","200807","999912","보험관계인","#",291,2008,9999
"26746",13514,"R","200804","201302","기타","대학졸",316,2008,2013
"26747",14544,"R","200901","201007","보험관계인","#",51,2009,2010
"26748",13738,"R","200806","201005","영업직(판","고졸",150,2008,2010
"26749",14683,"R","200902","200906","회사원","대학졸",112,2009,2009
"26750",11466,"P","200610","999912","기타","고졸",42,2006,9999
"26751",14119,"R","200809","201003","보험관계인","대학졸",96,2008,2010
"26752",12109,"P","200704","999912","기타","고졸",25,2007,9999
"26753",14414,"R","200812","201001","기타","#",16,2008,2010
"26754",30807,"P","199910","999912","무직","#",103,1999,9999
"26755",15088,"R","200906","201003","기타","고졸",19,2009,2010
"26756",10850,"R","200605","201503","기타","고졸",56,2006,2015
"26757",13335,"R","200803","201605","기타","고졸",37,2008,2016
"26758",15246,"R","200907","201501","보험관계인","대학졸",212,2009,2015
"26759",28695,"R","199802","201605","기타","고졸",118,1998,2016
"26760",14951,"R","200904","201001","금융부문","고졸",19,2009,2010
"26761",14883,"P","200904","999912","기타","고졸",59,2009,9999
"26762",13205,"P","200802","999912","기타","전문대졸",113,2008,9999
"26763",13131,"P","200801","999912","기타","고졸",45,2008,9999
"26764",14137,"R","200809","201411","보험관계인","전문대졸",203,2008,2014
"26765",13706,"R","200806","201106","기타","고졸",158,2008,2011
"26766",15515,"R","200910","201008","기타","고졸",191,2009,2010
"26767",15557,"P","200910","999912","기타","대학졸",45,2009,9999
"26768",24693,"P","199512","999912","기타","고졸",158,1995,9999
"26769",15616,"R","200910","201109","기타","고졸",145,2009,2011
"26770",15134,"P","200906","999912","기타","고졸",32,2009,9999
"26771",9977,"R","200510","201511","자유업","전문대졸",158,2005,2015
"26772",14113,"P","200809","999912","보험관계인","고졸",291,2008,9999
"26773",14733,"R","200903","201003","기타","고졸",59,2009,2010
"26774",15714,"R","200911","201104","보험관계인","고졸",275,2009,2011
"26775",13929,"R","200808","201208","회사원","대학졸",110,2008,2012
"26776",15559,"R","200910","201103","기타","고졸",82,2009,2011
"26777",15829,"R","200912","201010","기타","고졸",82,2009,2010
"26778",13988,"R","200808","201301","기타","전문대졸",259,2008,2013
"26779",10497,"R","200602","201508","보험관계인","대학원졸",271,2006,2015
"26780",6437,"P","200308","999912","기타","고졸",47,2003,9999
"26781",16136,"R","201003","201312","기타","고졸",156,2010,2013
"26782",16134,"R","201003","201109","기타","대학졸",125,2010,2011
"26783",14394,"R","200811","201209","기타","대학졸",300,2008,2012
"26784",15734,"R","200911","201202","기타","전문대졸",84,2009,2012
"26785",14836,"R","200904","201010","기타","전문대졸",259,2009,2010
"26786",15862,"R","201001","201511","기타","고졸",160,2010,2015
"26787",14584,"P","200901","999912","기타","고졸",80,2009,9999
"26788",16509,"P","201006","999912","무직","#",281,2010,9999
"26789",16614,"R","201007","201102","기타","고졸",136,2010,2011
"26790",16776,"P","201009","999912","기타","고졸",49,2010,9999
"26791",13645,"P","200805","999912","금융부문","고졸",58,2008,9999
"26792",16753,"R","201009","201510","기타","#",44,2010,2015
"26793",15949,"R","201002","201211","영업직(판","전문대졸",112,2010,2012
"26794",16547,"R","201007","201208","기타","#",47,2010,2012
"26795",16504,"R","201006","201104","기타","고졸",268,2010,2011
"26796",16150,"R","201003","201503","영업직(판","#",156,2010,2015
"26797",16109,"R","201002","201105","기타","고졸",88,2010,2011
"26798",14619,"R","200902","201204","기타","고졸",111,2009,2012
"26799",17304,"R","201103","201203","기타","고졸",154,2011,2012
"26800",28472,"P","199805","999912","기타","#",90,1998,9999
"26801",17287,"R","201102","201208","보험관계인","대학졸",293,2011,2012
"26802",17330,"R","201103","201111","보험관계인","#",51,2011,2011
"26803",17497,"P","201104","999912","보험관계인","고졸",265,2011,9999
"26804",15137,"P","200906","999912","기타","고졸",47,2009,9999
"26805",17325,"P","201103","999912","기타","전문대졸",303,2011,9999
"26806",17524,"P","201104","999912","보험관계인","고졸",293,2011,9999
"26807",12483,"R","200707","201502","보험관계인","고졸",155,2007,2015
"26808",17751,"R","201107","201205","기타","#",42,2011,2012
"26809",17859,"R","201108","201301","기타","대학졸",37,2011,2013
"26810",14769,"P","200903","999912","기타","고졸",158,2009,9999
"26811",16701,"P","201008","999912","기타","#",271,2010,9999
"26812",16871,"R","201010","201211","기타","고졸",86,2010,2012
"26813",17897,"R","201109","201207","기타","고졸",29,2011,2012
"26814",17396,"R","201104","201211","기타","#",17,2011,2012
"26815",18047,"R","201111","201207","기타","고졸",86,2011,2012
"26816",17833,"P","201108","999912","기타","#",59,2011,9999
"26817",13480,"R","200804","201307","기타","#",116,2008,2013
"26818",18324,"R","201203","201410","기타","대학졸",103,2012,2014
"26819",25313,"P","199605","999912","기타","고졸",86,1996,9999
"26820",18244,"R","201202","201212","기타","고졸",143,2012,2012
"26821",18397,"R","201204","201412","기타","고졸",44,2012,2014
"26822",18339,"R","201203","201307","기타","대학졸",55,2012,2013
"26823",18223,"R","201201","201505","기타","고졸",145,2012,2015
"26824",10764,"P","200604","999912","기타","#",156,2006,9999
"26825",18519,"R","201206","201602","회사원","대학졸",170,2012,2016
"26826",17791,"P","201107","999912","보험관계인","고졸",280,2011,9999
"26827",6827,"P","200311","999912","기타","#",13,2003,9999
"26828",4490,"R","200204","201405","기타","고졸",90,2002,2014
"26829",15681,"P","200911","999912","기타","고졸",90,2009,9999
"26830",17133,"R","201101","201308","보험관계인","대학졸",57,2011,2013
"26831",18827,"R","201210","201311","기타","고졸",17,2012,2013
"26832",15388,"P","200909","999912","기타","전문대졸",25,2009,9999
"26833",13615,"P","200805","999912","기타","대학졸",118,2008,9999
"26834",19123,"P","201302","999912","기타","#",82,2013,9999
"26835",14322,"P","200811","999912","일반기업","#",111,2008,9999
"26836",19266,"P","201304","999912","기타","고졸",13,2013,9999
"26837",18193,"R","201201","201312","기타","대학졸",319,2012,2013
"26838",18611,"R","201207","201605","기타","#",16,2012,2016
"26839",19660,"R","201401","201405","기타","#",103,2014,2014
"26840",19348,"R","201305","201508","기타","고졸",125,2013,2015
"26841",19775,"R","201404","201410","기타","#",145,2014,2014
"26842",19214,"P","201303","999912","기타","#",302,2013,9999
"26843",19870,"R","201407","201509","보험관계인","#",191,2014,2015
"26844",19950,"P","201409","999912","기타","#",156,2014,9999
"26845",3055,"R","200104","201502","보험관계인","#",103,2001,2015
"26846",12417,"P","200707","999912","기타","#",305,2007,9999
"26847",19926,"R","201408","201501","기타","#",57,2014,2015
"26848",21538,"P","199002","999912","기타","고졸",17,1990,9999
"26849",19712,"P","201402","999912","기타","#",113,2014,9999
"26850",7097,"P","200312","999912","기타","고졸",58,2003,9999
"26851",16771,"P","201009","999912","기타","고졸",13,2010,9999
"26852",19391,"P","201307","999912","기타","#",19,2013,9999
"26853",22801,"P","199302","999912","기타","#",11,1993,9999
"26854",20180,"P","201505","999912","기타","고졸",78,2015,9999
"26855",20255,"R","201509","201601","기타","#",19,2015,2016
"26856",20319,"P","201603","999912","기타","#",47,2016,9999
"26857",20311,"P","201602","999912","기타","#",47,2016,9999
"26858",22113,"R","199102","200212","기타","고졸",106,1991,2002
"26859",22148,"R","199108","199911","기타","고졸",134,1991,1999
"26860",29301,"R","199801","199805","기타","고졸",125,1998,1998
"26861",20893,"P","198704","999912","기타","#",47,1987,9999
"26862",25242,"R","199609","200008","기타","고졸",45,1996,2000
"26863",23134,"R","199306","199912","기타","고졸",136,1993,1999
"26864",24420,"R","199502","200701","기타","#",123,1995,2007
"26865",26133,"R","199712","199904","기타","고졸",11,1997,1999
"26866",22077,"R","199110","200105","기타","고졸",118,1991,2001
"26867",24430,"R","199506","200702","기타","고졸",123,1995,2007
"26868",28807,"R","199803","199812","기타","고졸",103,1998,1998
"26869",21919,"R","199107","200012","기타","고졸",19,1991,2000
"26870",26201,"R","199704","199903","학생","고졸",21,1997,1999
"26871",21588,"R","199009","199901","기타","고졸",11,1990,1999
"26872",22990,"R","199312","199904","기타","고졸",84,1993,1999
"26873",28151,"R","199804","199807","보험관계인","대학졸",50,1998,1998
"26874",28944,"R","199803","199807","기타","고졸",100,1998,1998
"26875",28423,"R","199804","199905","기타","고졸",74,1998,1999
"26876",21672,"R","199008","200202","기타","고졸",44,1990,2002
"26877",28196,"R","199805","199811","기타","고졸",29,1998,1998
"26878",28296,"R","199805","199809","무직","고졸",32,1998,1998
"26879",29177,"R","199805","200402","기타","고졸",165,1998,2004
"26880",21507,"R","198903","200201","사기업체","고졸",62,1989,2002
"26881",28747,"R","199805","200107","보험관계인","고졸",122,1998,2001
"26882",23056,"R","199303","200111","기타","고졸",103,1993,2001
"26883",27265,"R","199708","200001","무직","고졸",108,1997,2000
"26884",27346,"R","199711","200202","무직","고졸",118,1997,2002
"26885",24977,"R","199606","200202","기타","고졸",16,1996,2002
"26886",22631,"R","199211","200611","기타","고졸",150,1992,2006
"26887",23424,"R","199408","199910","기타","고졸",62,1994,1999
"26888",24841,"R","199603","200101","기타","고졸",53,1996,2001
"26889",28275,"R","199806","199907","기타","고졸",61,1998,1999
"26890",27457,"R","199809","199903","무직","고졸",31,1998,1999
"26891",20353,"R","198301","200301","기타","중졸",127,1983,2003
"26892",27350,"R","199710","199908","기타","고졸",29,1997,1999
"26893",25895,"R","199611","200108","기타","고졸",118,1996,2001
"26894",27632,"R","199802","199907","기타","고졸",19,1998,1999
"26895",27016,"R","199708","200303","기타","고졸",38,1997,2003
"26896",29122,"R","199807","200107","무직","고졸",160,1998,2001
"26897",23311,"R","199403","200003","기타","고졸",53,1994,2000
"26898",21952,"R","199106","200506","기타","고졸",69,1991,2005
"26899",29618,"R","199904","200010","기타","고졸",124,1999,2000
"26900",24630,"R","199504","200003","기타","고졸",163,1995,2000
"26901",26761,"R","199701","200712","기타","대학졸",113,1997,2007
"26902",29792,"R","199903","199910","기타","중졸",11,1999,1999
"26903",21869,"P","199009","999912","학생","고졸",23,1990,9999
"26904",22620,"R","199204","200111","기타","#",167,1992,2001
"26905",23619,"R","199404","200204","기타","고졸",82,1994,2002
"26906",22864,"R","199302","200402","기타","고졸",50,1993,2004
"26907",30292,"R","199908","200008","기타","고졸",61,1999,2000
"26908",30496,"R","199908","200206","기타","고졸",90,1999,2002
"26909",24892,"R","199612","200109","기타","고졸",55,1996,2001
"26910",22130,"R","199110","200111","기타","고졸",134,1991,2001
"26911",20817,"R","198601","200205","기타","고졸",103,1986,2002
"26912",21479,"R","198912","200807","기타","고졸",156,1989,2008
"26913",30582,"R","199907","200003","기타","고졸",82,1999,2000
"26914",25616,"R","199607","200105","기타","고졸",147,1996,2001
"26915",29675,"R","199910","200002","무직","고졸",19,1999,2000
"26916",26515,"R","199706","200012","기타","고졸",61,1997,2000
"26917",29992,"R","199910","200001","무직","고졸",78,1999,2000
"26918",20952,"R","198704","200703","학생","대학졸",128,1987,2007
"26919",29934,"R","199911","200105","무직","고졸",13,1999,2001
"26920",30252,"R","199911","200105","기타","고졸",47,1999,2001
"26921",31165,"R","199911","200006","기타","고졸",163,1999,2000
"26922",1389,"R","200002","200201","기타","#",118,2000,2002
"26923",675,"R","200002","200006","무직","고졸",78,2000,2000
"26924",1576,"R","200004","200206","기타","#",111,2000,2002
"26925",30316,"R","199903","200012","무직","중졸",32,1999,2000
"26926",24541,"R","199509","200207","기타","고졸",134,1995,2002
"26927",21814,"R","199002","200208","기타","고졸",148,1990,2002
"26928",21898,"R","199103","200202","기타","고졸",31,1991,2002
"26929",25336,"R","199606","200008","학생","고졸",82,1996,2000
"26930",24035,"R","199501","200401","기타","고졸",21,1995,2004
"26931",30882,"R","199903","200105","기타","대학졸",106,1999,2001
"26932",1104,"R","200001","200107","무직","고졸",44,2000,2001
"26933",30704,"R","199912","200103","기타","고졸",99999999,1999,2001
"26934",30688,"R","199912","200202","기타","고졸",118,1999,2002
"26935",1080,"R","200006","200011","기타","고졸",42,2000,2000
"26936",30354,"R","199905","200010","무직","고졸",32,1999,2000
"26937",208,"R","200008","200106","기타","고졸",129,2000,2001
"26938",30960,"R","199912","200103","기타","고졸",100,1999,2001
"26939",247,"R","200002","200208","기타","고졸",124,2000,2002
"26940",30301,"R","199912","200506","기타","고졸",61,1999,2005
"26941",25863,"R","199607","200204","기타","고졸",23,1996,2002
"26942",30107,"R","199902","200207","회사원","고졸",120,1999,2002
"26943",493,"R","200007","200110","무직","중졸",16,2000,2001
"26944",1488,"R","200006","200108","기타","고졸",108,2000,2001
"26945",1020,"R","200002","200105","무직","고졸",32,2000,2001
"26946",23306,"R","199409","200202","기타","중졸",99999999,1994,2002
"26947",616,"R","200010","200102","기타","고졸",13,2000,2001
"26948",23293,"R","199409","200304","기타","고졸",31,1994,2003
"26949",30112,"R","199909","200210","무직","고졸",45,1999,2002
"26950",2400,"R","200101","200103","기타","고졸",25,2001,2001
"26951",2111,"R","200011","200104","기타","고졸",190,2000,2001
"26952",26836,"R","199704","200401","학생","고졸",31,1997,2004
"26953",30938,"R","199907","200509","기타","고졸",103,1999,2005
"26954",29624,"R","199906","200211","기타","고졸",62,1999,2002
"26955",25995,"R","199708","200204","기타","고졸",55,1997,2002
"26956",31023,"R","199908","200105","기타","고졸",145,1999,2001
"26957",1294,"R","200011","200611","기타","고졸",88,2000,2006
"26958",544,"R","200008","200107","기타","고졸",25,2000,2001
"26959",1959,"R","200010","200310","무직","고졸",158,2000,2003
"26960",196,"R","200011","200408","자유업","전문대졸",25,2000,2004
"26961",2793,"R","200103","200211","기타","고졸",45,2001,2002
"26962",2070,"R","200002","200211","무직","고졸",156,2000,2002
"26963",1795,"R","200008","200207","기타","고졸",160,2000,2002
"26964",2279,"R","200103","200110","기타","고졸",55,2001,2001
"26965",24480,"R","199512","200302","기타","고졸",108,1995,2003
"26966",3250,"R","200105","200502","무직","고졸",8,2001,2005
"26967",29105,"R","199805","200212","기타","고졸",147,1998,2002
"26968",711,"R","200002","200210","기타","고졸",14,2000,2002
"26969",31371,"R","199906","200605","무직","고졸",154,1999,2006
"26970",3453,"R","200104","200112","무직","고졸",158,2001,2001
"26971",2801,"R","200108","200202","기타","전문대졸",46,2001,2002
"26972",2847,"R","200102","200301","기타","고졸",90,2001,2003
"26973",29742,"R","199912","200211","기타","중졸",25,1999,2002
"26974",24624,"R","199503","200601","기타","고졸",163,1995,2006
"26975",22203,"R","199103","200604","기타","#",143,1991,2006
"26976",20624,"R","197912","200706","기타","#",100,1979,2007
"26977",31466,"R","199910","200301","무직","고졸",80,1999,2003
"26978",1311,"R","200010","200404","기타","고졸",84,2000,2004
"26979",4087,"R","200201","201412","기타","#",42,2002,2014
"26980",5149,"R","200202","200503","보험관계인","고졸",31,2002,2005
"26981",26694,"P","199702","999912","기타","#",118,1997,9999
"26982",10208,"P","200512","999912","무직","고졸",82,2005,9999
"26983",15218,"R","200907","201010","기타","전문대졸",90,2009,2010
"26984",15159,"R","200906","201104","기타","고졸",281,2009,2011
"26985",15170,"R","200906","200911","기타","대학졸",14,2009,2009
"26986",14997,"R","200905","201308","기타","대학졸",19,2009,2013
"26987",14846,"R","200904","201309","기타","고졸",50,2009,2013
"26988",15426,"R","200909","200910","기타","#",271,2009,2009
"26989",15475,"R","200909","201002","기타","고졸",120,2009,2010
"26990",13584,"P","200805","999912","기타","#",163,2008,9999
"26991",15203,"R","200907","201002","보험관계인","고졸",114,2009,2010
"26992",21499,"P","198911","999912","기타","고졸",156,1989,9999
"26993",15157,"R","200906","201110","보험관계인","#",285,2009,2011
"26994",14200,"R","200810","201009","기타","고졸",145,2008,2010
"26995",7948,"R","200406","201301","기타","#",11,2004,2013
"26996",15781,"R","200912","201004","보험관계인","#",51,2009,2010
"26997",15792,"R","200912","201009","기타","전문대졸",141,2009,2010
"26998",12367,"P","200706","999912","보험관계인","고졸",268,2007,9999
"26999",16143,"R","201003","201012","기타","대학졸",118,2010,2010
"27000",13261,"R","200802","201501","보험관계인","#",212,2008,2015
"27001",16215,"R","201004","201011","기타","#",121,2010,2010
"27002",16840,"R","201010","201111","기타","고졸",125,2010,2011
"27003",16894,"R","201010","201111","기타","고졸",259,2010,2011
"27004",16669,"R","201008","201103","기타","전문대졸",59,2010,2011
"27005",27924,"P","199810","999912","기타","고졸",23,1998,9999
"27006",16564,"R","201007","201109","보험관계인","#",51,2010,2011
"27007",13446,"R","200804","201606","기타","고졸",17,2008,2016
"27008",16803,"R","201009","201110","기타","#",82,2010,2011
"27009",17313,"R","201103","201603","기타","고졸",136,2011,2016
"27010",16310,"R","201004","201212","보험관계인","#",310,2010,2012
"27011",17386,"R","201104","201502","기타","#",75,2011,2015
"27012",15585,"R","200910","201312","기타","#",146,2009,2013
"27013",16340,"R","201005","201112","기타","전문대졸",90,2010,2011
"27014",17511,"R","201104","201204","보험관계인","고졸",265,2011,2012
"27015",21517,"R","198912","201208","기타","고졸",19,1989,2012
"27016",16207,"R","201004","201603","회사원","전문대졸",170,2010,2016
"27017",13992,"P","200808","999912","기타","#",25,2008,9999
"27018",15974,"R","201002","201507","기타","고졸",11,2010,2015
"27019",17543,"R","201104","201503","기타","#",45,2011,2015
"27020",16922,"R","201010","201212","기타","고졸",103,2010,2012
"27021",17479,"P","201104","999912","보험관계인","고졸",275,2011,9999
"27022",18171,"R","201201","201412","기타","#",103,2012,2014
"27023",10508,"P","200603","999912","무직","#",44,2006,9999
"27024",17520,"P","201104","999912","보험관계인","고졸",268,2011,9999
"27025",17940,"R","201109","201211","보험관계인","#",51,2011,2012
"27026",17238,"P","201102","999912","기타","#",38,2011,9999
"27027",17458,"P","201104","999912","보험관계인","고졸",269,2011,9999
"27028",18888,"R","201210","201308","기타","고졸",21,2012,2013
"27029",19031,"R","201301","201311","기타","#",141,2013,2013
"27030",17527,"P","201104","999912","기타","고졸",16,2011,9999
"27031",18419,"R","201204","201503","기타","#",55,2012,2015
"27032",16832,"R","201010","201511","기타","고졸",11,2010,2015
"27033",19080,"R","201301","201501","기타","#",84,2013,2015
"27034",19218,"R","201303","201504","기타","#",302,2013,2015
"27035",19048,"R","201301","201308","보험관계인","#",51,2013,2013
"27036",19475,"R","201308","201502","기타","고졸",45,2013,2015
"27037",19277,"R","201304","201312","기타","#",11,2013,2013
"27038",19343,"R","201305","201407","기타","#",111,2013,2014
"27039",11982,"R","200703","201407","자영업","#",158,2007,2014
"27040",19782,"P","201404","999912","기타","#",17,2014,9999
"27041",19855,"R","201406","201504","기타","#",44,2014,2015
"27042",19816,"R","201405","201507","기타","#",32,2014,2015
"27043",19956,"P","201409","999912","금융부문","전문대졸",259,2014,9999
"27044",19429,"P","201307","999912","보험관계인","대학졸",288,2013,9999
"27045",15466,"R","200909","201506","기타","고졸",160,2009,2015
"27046",17334,"P","201103","999912","기타","#",49,2011,9999
"27047",20134,"P","201503","999912","회사원","대학졸",170,2015,9999
"27048",20128,"P","201502","999912","기타","#",154,2015,9999
"27049",16010,"P","201002","999912","보험관계인","고졸",269,2010,9999
"27050",20021,"P","201412","999912","기타","#",303,2014,9999
"27051",20047,"P","201501","999912","#","고졸",51,2015,9999
"27052",18874,"P","201210","999912","기타","#",302,2012,9999
"27053",20022,"P","201412","999912","기타","#",44,2014,9999
"27054",23242,"R","199311","201001","기타","고졸",111,1993,2010
"27055",21889,"R","199106","200206","기타","고졸",62,1991,2002
